FID,INDICATIVO,NOMBRE,PROVINCIA,ALTITUD,COORD_X,COORD_Y,VAR_OBSVER,DATUM,TIPO
574,B362X,CAMPOS-CAN SION,BALEARES,40.000000000000000,1022285.000000000000000,4379403.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
575,B373X,CAMPOS-SALINES LEVANT,BALEARES,3.000000000000000,1018191.000000000000000,4373021.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
576,B410B,SANTANYÍ,BALEARES,45.000000000000000,1029824.000000000000000,4372567.000000000000000,hHBmtTMpP,ETRS89,AUTOMATICAS
577,B434X,PORTO COLOM,BALEARES,17.000000000000000,1040104.000000000000000,4381587.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
578,B496X,SON SERVERA-CAN PEP MONJO,BALEARES,25.000000000000000,1048044.000000000000000,4406248.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
579,B526X,ARTÀ-MOLI D'EN LEU,BALEARES,110.000000000000000,1044792.000000000000000,4412531.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
580,B569X,"CAPDEPERA,FARO",BALEARES,66.000000000000000,1055472.000000000000000,4416308.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
581,B603X,COLÒNIA SANT PERE-CAN MENGOL,BALEARES,99.000000000000000,1038299.000000000000000,4415918.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
582,B614E,MANACOR-POLIESPORTIU,BALEARES,95.000000000000000,1034362.000000000000000,4397097.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
583,B644B,SINEU-POLIESPORTIU,BALEARES,120.000000000000000,1015181.000000000000000,4405430.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
584,B656A,SANTA MARÍA DEL CAMÍ,BALEARES,121.000000000000000,997770.000000000000000,4405304.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
585,B662X,BINISSALEM-SA VINYOTA,BALEARES,105.000000000000000,1003905.000000000000000,4408556.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
586,B684A,ESCORCA 'SON TORRELLA',BALEARES,850.000000000000000,996012.000000000000000,4421335.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
587,B691Y,SA POBLA SA CANOVA,BALEARES,40.000000000000000,1015630.000000000000000,4417271.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
588,B760X,POLLENÇA-POLIESPORTIU,BALEARES,35.000000000000000,1015314.000000000000000,4431510.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
589,B780X,PORT POLLENÇA-AERODROM,BALEARES,2.000000000000000,1021581.000000000000000,4435565.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
590,B825B,MERCADAL,BALEARES,80.000000000000000,1105247.000000000000000,4450840.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
591,B860X,CIUTADELLA-SON QUIM,BALEARES,20.000000000000000,1085353.000000000000000,4449525.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
592,B870C,CIUTADELLA-CALA GALDANA,BALEARES,43.000000000000000,1094557.000000000000000,4444868.000000000000000,hHBmtTMpP,ETRS89,AUTOMATICAS
593,B908X,SANT JOAN DE LABRITJA,BALEARES,110.000000000000000,888789.000000000000000,4332622.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
594,B957,EIVISSA,BALEARES,3.000000000000000,885089.000000000000000,4317568.000000000000000,hHBmtTMpP,ETRS89,AUTOMATICAS
595,B986,FORMENTERA,BALEARES,24.000000000000000,888260.000000000000000,4292246.000000000000000,hHBmtTMpP,ETRS89,AUTOMATICAS
596,C029O,LANZAROTE/AEROPUERTO,LAS PALMAS,14.000000000000000,-536098.000000000000000,3249414.000000000000000,RhreNvIHBVmtTMpP,REGCAN95,AUTOMATICAS
597,C038N,HARÍA-CEMENTERIO,LAS PALMAS,277.000000000000000,-523247.000000000000000,3269853.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
598,C048W,TINAJO-LOS DOLORES,LAS PALMAS,275.000000000000000,-543094.000000000000000,3260260.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
599,C117A,PUNTAGORDA,SANTA CRUZ D,684.000000000000000,-971962.000000000000000,3275491.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
600,C117Z,TIJARAFE-MIRADOR TIME,SANTA CRUZ D,733.000000000000000,-968373.000000000000000,3265154.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
601,C129Z,TAZACORTE,SANTA CRUZ D,62.000000000000000,-967353.000000000000000,3255977.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
602,C139E,LA PALMA/AEROPUERTO,SANTA CRUZ D,33.000000000000000,-950866.000000000000000,3258153.000000000000000,hSeENvIHBVmtTMpP,REGCAN95,AUTOMATICAS
603,C148F,SAUCES-S.ANDRÉS-BALSA ADEYAHAME,SANTA CRUZ D,362.000000000000000,-951145.000000000000000,3277891.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
604,C229J,PÁJARA-PTO. MORRO JABLE,LAS PALMAS,15.000000000000000,-620353.000000000000000,3155328.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
605,C239N,TUINEJE-PUERTO GRAN TARAJAL,LAS PALMAS,1.000000000000000,-585438.000000000000000,3170077.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
606,C248E,ANTIGUA-EL CARBÓN,LAS PALMAS,252.000000000000000,-582925.000000000000000,3193391.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
607,C249I,FUERTEVENTURA/AEROPUERTO,LAS PALMAS,25.000000000000000,-567173.000000000000000,3195044.000000000000000,RhrSeENvIHBVmtTMpP,REGCAN95,AUTOMATICAS
608,C258K,LA OLIVA (CARRETERA DEL COTILLO),LAS PALMAS,217.000000000000000,-572254.000000000000000,3214441.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
609,C259X,LA OLIVA-PUERTO DE CORRALEJO,LAS PALMAS,6.000000000000000,-564161.000000000000000,3228142.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
610,C315P,VALLEHERMOSO-CHIPUDE C.F.,SANTA CRUZ D,1242.000000000000000,-909074.000000000000000,3193249.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
611,C317B,AGULO-JUEGO BOLAS,SANTA CRUZ D,765.000000000000000,-903134.000000000000000,3200317.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
612,C319W,VALLEHERMOSO-DAMA,SANTA CRUZ D,190.000000000000000,-914166.000000000000000,3187413.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
613,C328W,HERMIGUA-DEPÓSITO AYUNTAMIENTO,SANTA CRUZ D,252.000000000000000,-901454.000000000000000,3198371.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
614,C329Z,SAN SEBASTIÁN DE LA GOMERA,SANTA CRUZ D,15.000000000000000,-894175.000000000000000,3189063.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
615,C406G,CAÑADAS PARADOR,SANTA CRUZ D,2150.000000000000000,-844015.000000000000000,3198562.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
616,C412N,CITFAGRO_89_CHAVAO,SANTA CRUZ D,2071.000000000000000,-851936.000000000000000,3198966.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
617,C415A,CITFAGRO_64_HOYOS,SANTA CRUZ D,990.000000000000000,-860813.000000000000000,3209754.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
618,C417J,CITFAGRO_74_CHIO,SANTA CRUZ D,735.000000000000000,-860121.000000000000000,3201466.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
619,C418I,CITFAGRO_05_GUIAISO1,SANTA CRUZ D,476.000000000000000,-860424.000000000000000,3199346.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
620,C418L,CITFAGRO_76_POZO,SANTA CRUZ D,700.000000000000000,-857949.000000000000000,3197443.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
621,C419X,ADEJE-CALDERA B,SANTA CRUZ D,130.000000000000000,-854309.000000000000000,3183464.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
622,C423R,CITFAGRO_90_PICACHO,SANTA CRUZ D,1654.000000000000000,-833524.000000000000000,3197365.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
623,C426E,CITFAGRO_13_VILAFLOR,SANTA CRUZ D,1258.000000000000000,-845212.000000000000000,3189579.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
624,C426I,CITFAGRO_77_PINAL,SANTA CRUZ D,880.000000000000000,-843216.000000000000000,3187388.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
625,C426R,CITFAGRO_09_HELECHO,SANTA CRUZ D,930.000000000000000,-830572.000000000000000,3196206.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
626,C428T,ARICO-DEPURADORA LA DEGOLLADA,SANTA CRUZ D,418.000000000000000,-830336.000000000000000,3192097.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
627,C428U,CITFAGRO_01_ARICO,SANTA CRUZ D,135.000000000000000,-829864.000000000000000,3186347.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
628,C429I,TENERIFE/SUR,SANTA CRUZ D,64.000000000000000,-839777.000000000000000,3177879.000000000000000,RheENvIHBVmtTMpP,REGCAN95,AUTOMATICAS
629,C430E,IZAÑA,SANTA CRUZ D,2371.000000000000000,-830282.000000000000000,3206650.000000000000000,FUiDdRheNvIHBVmtTMpP,REGCAN95,AUTOMATICAS
630,C436I,CITFAGRO_54_TOPONEGRO,SANTA CRUZ D,290.000000000000000,-820714.000000000000000,3207558.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
631,C436L,CITFAGRO_96_ARAYA,SANTA CRUZ D,525.000000000000000,-819351.000000000000000,3212434.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
632,C438N,CANDELARIA-DEPOSITO CUEVECITAS,SANTA CRUZ D,463.000000000000000,-819887.000000000000000,3211166.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
633,C439J,TENERIFE-GÜÍMAR,SANTA CRUZ D,115.000000000000000,-818495.000000000000000,3206389.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
634,C446G,LAS MERCEDES-LLANO LOS LOROS,SANTA CRUZ D,868.000000000000000,-805749.000000000000000,3228673.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
635,C448C,CITFAGRO_92_SANTACRUZ,SANTA CRUZ D,136.000000000000000,-805843.000000000000000,3221379.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
636,C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ D,35.000000000000000,-804039.000000000000000,3221271.000000000000000,oUiDdRheNvIHBVmtTMpP,REGCAN95,AUTOMATICAS
637,C449F,ANAGA-COL. REP. ARGENTINA,SANTA CRUZ D,19.000000000000000,-797545.000000000000000,3225634.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
638,C449Q,CITFAGRO_97_TAGANANA,SANTA CRUZ D,305.000000000000000,-800116.000000000000000,3231834.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
639,C453I,CITFAGRO_88_GAITERO,SANTA CRUZ D,1744.000000000000000,-822607.000000000000000,3215555.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
640,C455M,CITFAGRO_87_AGUAMANSA,SANTA CRUZ D,1065.000000000000000,-829358.000000000000000,3212558.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
641,C456E,CITFAGRO_10_RAVELO,SANTA CRUZ D,922.000000000000000,-819394.000000000000000,3221930.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
642,C456R,CITFAGRO_69_SUERTE,SANTA CRUZ D,551.000000000000000,-833692.000000000000000,3214319.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
643,C457E,CITFAGRO_67_MATANZA,SANTA CRUZ D,650.000000000000000,-822377.000000000000000,3221763.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
644,C457I,VICTORIA-DEPÓSITO MARRERO,SANTA CRUZ D,567.000000000000000,-824222.000000000000000,3220296.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
645,C458A,TACORONTE-A S.E.A.,SANTA CRUZ D,310.000000000000000,-819982.000000000000000,3226838.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
646,C458U,CITFAGRO_71_PALOB,SANTA CRUZ D,595.000000000000000,-837339.000000000000000,3214262.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
647,C459Z,PUERTO DE LA CRUZ,SANTA CRUZ D,25.000000000000000,-833717.000000000000000,3219482.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
648,C466O,CITFAGRO_91_CUBO,SANTA CRUZ D,878.000000000000000,-859262.000000000000000,3213440.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
649,C467I,CITFAGRO_73_REDON,SANTA CRUZ D,525.000000000000000,-850503.000000000000000,3214038.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
650,C468B,SAN JUAN RAMBLA-MIRADOR MAZAPÉ,SANTA CRUZ D,370.000000000000000,-842207.000000000000000,3217228.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
651,C468I,CITFAGRO_98_ELDRAGO,SANTA CRUZ D,218.000000000000000,-851708.000000000000000,3215730.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
652,C468O,CITFAGRO_62_TRIGO,SANTA CRUZ D,450.000000000000000,-859721.000000000000000,3215521.000000000000000,HmtTMpP,REGCAN95,AUTOMATICAS
653,C611E,SAN MATEO-CORRAL DE LOS JUNCOS,LAS PALMAS,1702.000000000000000,-743151.000000000000000,3159411.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
654,C612F,TEJEDA-CRUZ DE TEJEDA,LAS PALMAS,1514.000000000000000,-744296.000000000000000,3162905.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
655,C619I,SAN NICOLAS TOLENTINO (DEPURADORA),LAS PALMAS,10.000000000000000,-765800.000000000000000,3164488.000000000000000,hHBVmtTMpP,REGCAN95,AUTOMATICAS
656,C619X,AGAETE-CASCO,LAS PALMAS,5.000000000000000,-754525.000000000000000,3174678.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
657,C619Y,LA ALDEA DE SAN NICOLAS,LAS PALMAS,13.000000000000000,-765160.000000000000000,3164451.000000000000000,hIHBVmtTMpP,REGCAN95,AUTOMATICAS
658,C623I,SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR),LAS PALMAS,1220.000000000000000,-745351.000000000000000,3153903.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
659,C625O,SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO,LAS PALMAS,806.000000000000000,-750661.000000000000000,3146543.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
660,C628B,SAN NICOLAS T.-TASARTE/COPARLITA,LAS PALMAS,318.000000000000000,-762521.000000000000000,3153693.000000000000000,hHVmtTMpP,REGCAN95,AUTOMATICAS
661,C629I,"MOGÁN, PUERTO II",LAS PALMAS,12.000000000000000,-763039.000000000000000,3143241.000000000000000,heNvIHBVmtTMpP,REGCAN95,AUTOMATICAS
662,C629Q,"MOGAN, PUERTO RICO",LAS PALMAS,10.000000000000000,-758170.000000000000000,3138594.000000000000000,heNvHBVmtTMpP,REGCAN95,AUTOMATICAS
663,B044,ESCORCA-PUIG MAJOR,BALEARES,1340.000000000000000,995791.674000000000000,4422144.710000000000000, ,ETRS89,AUTOMATICAS
664,B268,SANTA MARÍA SON TORRELLETA,BALEARES,170.000000000000000,994689.572999999970000,4407384.780000000300000, ,ETRS89,AUTOMATICAS
665,B613,MANACOR S 'ERMITA',BALEARES,140.000000000000000,1032891.000000000000000,4395802.809999999600000, ,ETRS89,AUTOMATICAS
666,B925,SAN ANTONI 'CAN MANYANET',BALEARES,15.000000000000000,873568.559000000010000,4322130.059999999600000, ,ETRS89,AUTOMATICAS
667,B964A,SANTA EULALIA 'URBANA',BALEARES,15.000000000000000,892774.317999999970000,4324702.809999999600000, ,ETRS89,AUTOMATICAS
668,C018J,TÍAS (LAS VEGAS),LAS PALMAS,376.000000000000000,-544764.300000000050000,3252192.069999999800000,hIHVmtTMpP,ETRS89,AUTOMATICAS
669,C019V,YAIZA (PLAYA BLANCA),LAS PALMAS,6.000000000000000,-560144.660000000030000,3241106.279999999800000,hIHVmtTMpP,ETRS89,AUTOMATICAS
670,C129V,FUENCALIENTE-SALINAS,SANTA CRUZ D,30.000000000000000,-961965.099999999980000,3239175.279999999800000,hHVmtTMpP,ETRS89,AUTOMATICAS
671,C449B,STA.CRUZ DE TENERIFE/JARDÍN BOTÁNICO,SANTA CRUZ D,36.000000000000000,-804546.150000000020000,3220936.129999999900000, ,ETRS89,AUTOMATICAS
672,C919K,TACORON-LAPILLAS-TORTUGA,SANTA CRUZ D,98.000000000000000,-990797.069999999950000,3152368.040000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
673,1002X,LECAROZ 'AUTOMATICA',NAVARRA,182.000000000000000,618151.140000000010000,4777666.530000000300000, ,ETRS89,AUTOMATICAS
674,1183J,EVC_NIEMBRO-LLANES,ASTURIAS,134.000000000000000,350172.298000000010000,4811130.160000000100000, ,ETRS89,AUTOMATICAS
675,1342,RIBADEO-VILAFRAMIL,LUGO,43.000000000000000,170414.505000000000000,4828812.190000000400000, ,ETRS89,AUTOMATICAS
676,1347A,VIVEIRO,LUGO,15.000000000000000,130215.327000000000000,4846814.870000000100000, ,ETRS89,AUTOMATICAS
677,1387D,A CORUÑA-PARQUE DE BENS,A CORUÑA,120.000000000000000,58887.644999999997000,4815447.030000000300000,hHBVmtTMpP,ETRS89,AUTOMATICAS
678,1446X,MONTERROSO,LUGO,680.000000000000000,109998.727000000000000,4750540.900000000400000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
679,1475A,SANTIAGO DE COMPOSTELA OBS. ASTRONOMICO,A CORUÑA,240.000000000000000,46506.252999999997000,4761809.620000000100000,ImtMp,ETRS89,AUTOMATICAS
680,1700O,MESIEGO,OURENSE,400.000000000000000,81331.467999999993000,4708776.299999999800000,FeEImtMp,ETRS89,AUTOMATICAS
681,4404,MERIDA (MINA PEPITA),BADAJOZ,264.000000000000000,211183.810000000000000,4306184.530000000300000, ,ETRS89,AUTOMATICAS
682,6287A,BERJA (AYUNTAMIENTO),ALMERIA,344.000000000000000,504493.780000000030000,4077847.819999999800000, ,ETRS89,AUTOMATICAS
683,8177A,CHINCHILLA/CENAD,ALBACETE,880.000000000000000,616129.974000000050000,4310499.049999999800000,hHBVmtTMpP,ETRS89,AUTOMATICAS
684,9585A,LA MOLINA 'IMPRESOS MINIDOC',GIRONA,1703.000000000000000,906895.344000000040000,4698396.440000000400000, ,ETRS89,AUTOMATICAS
685,0002I,VANDELLÓS,TARRAGONA,32.000000000000000,825831.000000000000000,4541326.000000000000000,hreNvIHBVmtTMpP,ETRS89,AUTOMATICAS
686,0009X,ALFORJA,TARRAGONA,406.000000000000000,832278.000000000000000,4570083.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
687,0016A,REUS/AEROPUERTO,TARRAGONA,71.000000000000000,850697.000000000000000,4563805.000000000000000,RheENvIHBVmtTMpP,ETRS89,AUTOMATICAS
688,0034X,VALLS,TARRAGONA,233.000000000000000,856794.000000000000000,4580057.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
689,0042Y,"TARRAGONA, FAC. GEOGRAFÍA",TARRAGONA,55.000000000000000,856736.000000000000000,4561222.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
690,0061X,PONTONS,BARCELONA,632.000000000000000,877713.000000000000000,4594913.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
691,0066C,VILAFRANCA DEL PENEDES 'INCAVI',BARCELONA,177.000000000000000,891425.000000000000000,4585989.000000000000000,SEImtTMp,ETRS89,AUTOMATICAS
692,0066X,VILAFRANCA DEL PENEDÈS,BARCELONA,177.000000000000000,891425.000000000000000,4585989.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
693,0073X,SITGES-VALLCARCA,BARCELONA,58.000000000000000,906659.000000000000000,4577204.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
694,0076,BARCELONA/AEROPUERTO,BARCELONA,4.000000000000000,924575.000000000000000,4583678.000000000000000,RheNvIHBVmtTMpP,ETRS89,AUTOMATICAS
695,0106X,BALSARENY,BARCELONA,361.000000000000000,904426.000000000000000,4646438.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
696,0114X,PRATS DE LLUÇANÈS,BARCELONA,700.000000000000000,916308.000000000000000,4662790.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
697,0120X,MOIÀ,BARCELONA,742.000000000000000,923273.000000000000000,4641622.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
698,0149X,MANRESA,BARCELONA,291.000000000000000,902669.000000000000000,4630027.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
699,0158X,MONTSERRAT,BARCELONA,738.000000000000000,903361.000000000000000,4616076.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
700,0171X,IGUALADA (AJUNTAMENT),BARCELONA,313.000000000000000,884995.000000000000000,4613335.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
701,0189E,TERRASSA (LES FONTS),BARCELONA,198.000000000000000,920254.000000000000000,4610142.000000000000000,heNHBmtTMpP,ETRS89,AUTOMATICAS
702,0194D,"CORBERA ,PIC D'AGULLES",BARCELONA,647.000000000000000,908331.000000000000000,4595589.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
703,0201D,"BARCELONA,CMT",BARCELONA,6.000000000000000,934813.000000000000000,4595184.000000000000000,UDdRhHBVmtTMpP,ETRS89,AUTOMATICAS
704,0201X,"BARCELONA, DRASSANES",BARCELONA,5.000000000000000,932732.000000000000000,4593325.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
705,0229I,SABADELL/AERÓDROMO,BARCELONA,146.000000000000000,925830.000000000000000,4609480.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
706,0244X,VILASSAR DE DALT,BARCELONA,56.000000000000000,947616.000000000000000,4608728.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
707,0252D,ARENYS DE MAR,BARCELONA,74.000000000000000,961848.000000000000000,4618830.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
708,0255B,SANTA SUSANA,BARCELONA,40.000000000000000,974471.000000000000000,4626720.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
709,0260X,FONTMARTINA,BARCELONA,936.000000000000000,951556.000000000000000,4637412.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
710,0281Y,"BLANES,JARDIN BOTANICO",GIRONA,45.000000000000000,983278.000000000000000,4630224.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
711,0284X,CASTELL PLATJA D'ARO,GIRONA,14.000000000000000,1001064.000000000000000,4646055.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
712,0312X,SANT PAU DE SEGURIES,GIRONA,851.000000000000000,942532.000000000000000,4692418.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
713,0320I,PLANOLES,GIRONA,1151.000000000000000,920549.000000000000000,4697598.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
714,0324A,RIPOLL,GIRONA,675.000000000000000,929096.000000000000000,4684118.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
715,0349,SANT JULIÀ DE VILATORTA,BARCELONA,578.000000000000000,940961.000000000000000,4655271.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
716,0360X,LES PLANES D'HOSTOLES,GIRONA,322.000000000000000,959425.000000000000000,4670574.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
717,0363X,SANT HILARI,GIRONA,810.000000000000000,957530.000000000000000,4651271.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
718,0367,GIRONA/COSTA BRAVA,GIRONA,143.000000000000000,978053.000000000000000,4656065.000000000000000,RhSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
719,0370E,GIRONA-PARC MIGDIA,GIRONA,76.000000000000000,982251.000000000000000,4663107.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
720,0372C,PORQUERES,GIRONA,157.000000000000000,976630.000000000000000,4677481.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
721,0385X,L'ESTARTIT,GIRONA,1.000000000000000,1013256.000000000000000,4674411.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
722,0388U,LES PRESES,GIRONA,467.000000000000000,951209.000000000000000,4679865.000000000000000, ,ETRS89,AUTOMATICAS
723,0394X,VALL DE BIANYA,GIRONA,350.000000000000000,951745.000000000000000,4687677.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
724,0413A,MAÇANET DE CABRENYS,GIRONA,355.000000000000000,973837.000000000000000,4708818.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
725,0421X,"ESPOLLA, LES ALBERES",GIRONA,100.000000000000000,994447.000000000000000,4710591.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
726,0429X,"FIGUERES, LES ASPRES",GIRONA,45.000000000000000,991695.000000000000000,4695790.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
727,0433D,EVC_CABO DE CREUS,GIRONA,75.000000000000000,1020541.000000000000000,4704579.000000000000000,hHBmtTMpP,ETRS89,AUTOMATICAS
728,1002Y,IRURITA,NAVARRA,183.000000000000000,618492.000000000000000,4776930.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
729,1010X,VERA DE BIDASOA,NAVARRA,45.000000000000000,607328.000000000000000,4792697.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
730,1012P,IRUN-LAPIZE,GIPUZKOA,120.000000000000000,597561.000000000000000,4797764.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
731,1025X,ARRIARAN,GIPUZKOA,255.000000000000000,562547.000000000000000,4767178.000000000000000,hEHBVmtTMpP,ETRS89,AUTOMATICAS
732,1026X,ORDIZIA-ARETA,GIPUZKOA,290.000000000000000,566435.000000000000000,4767585.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
733,1033X,"ARESO, GUEREÑOENEA",NAVARRA,520.000000000000000,585398.000000000000000,4770788.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
734,1036A,ZARAUTZ-UNTZAIN,GIPUZKOA,60.000000000000000,566443.000000000000000,4792173.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
735,1037X,LEGAZPIA,GIPUZKOA,460.000000000000000,553999.000000000000000,4766766.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
736,1037Y,"ZUMARRAGA, URZABALETA",GIPUZKOA,420.000000000000000,555535.000000000000000,4769925.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
737,1038X,AZPEITIA-IBAIEDER,GIPUZKOA,180.000000000000000,559560.000000000000000,4780232.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
738,1041A,"ZUMAYA,FARO",GIPUZKOA,28.000000000000000,560741.000000000000000,4794649.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
739,1044X,ARAMAYONA ECHAGÜEN,ARABA/ALAVA,617.000000000000000,533432.000000000000000,4767313.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
