FID,INDICATIVO,NOMBRE,PROVINCIA,ALTITUD,COORD_X,COORD_Y,VAR_OBSVER,DATUM,TIPO
397,7237E,MOLINA DE SEGURA (LOS VALIENTES),MURCIA,170.000000000000000,661370.000000000000000,4222828.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
398,7244X,ORIHUELA DESAMPARADOS,ALICANTE,26.000000000000000,677074.000000000000000,4215260.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
399,7247X,PINOSO,ALICANTE,575.000000000000000,671322.000000000000000,4251990.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
400,7250C,ABANILLA,MURCIA,174.000000000000000,672171.000000000000000,4229217.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
401,7261X,"ROJALES, EL MOLINO",ALICANTE,31.000000000000000,700365.000000000000000,4218051.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
402,7275C,YECLA,MURCIA,640.000000000000000,660249.000000000000000,4274181.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
403,8008Y,VILLENA,ALICANTE,486.000000000000000,685931.000000000000000,4271992.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
404,8013X,NOVELDA,ALICANTE,230.000000000000000,695835.000000000000000,4251099.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
405,8018X,"ELCHE, ALTABIX",ALICANTE,110.000000000000000,702856.000000000000000,4240261.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
406,8036Y,BENIDORM (AQUAGEST - SEMIAUTOMATICA),ALICANTE,70.000000000000000,749812.000000000000000,4270925.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
407,8057C,PEGO,ALICANTE,60.000000000000000,750089.000000000000000,4303709.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
408,8058X,OLIVA,VALENCIA,5.000000000000000,751751.000000000000000,4312898.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
409,8058Y,MIRAMAR 'SEMIAUTOMÁTICA',VALENCIA,12.000000000000000,748040.000000000000000,4315157.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
410,8059C,ALCOY,ALICANTE,530.000000000000000,720851.000000000000000,4287752.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
411,8072Y,BARX,VALENCIA,340.000000000000000,733351.000000000000000,4322115.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
412,8155Y,MOTILLA DEL PALANCAR,CUENCA,830.000000000000000,593190.000000000000000,4378992.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
413,8178D,"ALBACETE,OBS.",ALBACETE,674.000000000000000,598516.000000000000000,4318009.000000000000000,FiDdRhSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
414,8191Y,LAS ERAS,ALBACETE,680.000000000000000,635092.000000000000000,4339983.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
415,8193E,JALANCE,VALENCIA,372.000000000000000,664527.000000000000000,4341627.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
416,8198Y,ALMANSA,ALBACETE,710.000000000000000,668083.000000000000000,4301976.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
417,8203O,EVC_ZARRA,VALENCIA,855.000000000000000,664243.000000000000000,4327680.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
418,8245Y,MIRA,CUENCA,815.000000000000000,633503.000000000000000,4397224.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
419,8270X,BICORP,VALENCIA,305.000000000000000,691017.000000000000000,4333930.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
420,8283X,ONTINYENT,VALENCIA,350.000000000000000,707656.000000000000000,4300570.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
421,8290X,ENGUERA NAVALON,VALENCIA,740.000000000000000,683546.000000000000000,4310154.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
422,8293X,XÀTIVA,VALENCIA,88.000000000000000,714444.000000000000000,4319880.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
423,8300X,CARCAIXENT,VALENCIA,25.000000000000000,720832.000000000000000,4332461.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
424,8309X,"UTIEL, LA CUBERA",VALENCIA,758.000000000000000,650758.000000000000000,4382122.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
425,8319X,BUÑOL,VALENCIA,585.000000000000000,684396.000000000000000,4369001.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
426,8325X,POLINYÀ,VALENCIA,12.000000000000000,726991.000000000000000,4340568.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
427,8354X,"ALBARRACIN, COMARCAL",TERUEL,1130.000000000000000,632227.000000000000000,4475511.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
428,8368U,TERUEL,TERUEL,900.000000000000000,659303.000000000000000,4468356.000000000000000,dRhSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
429,8376,JABALOYAS,TERUEL,1430.000000000000000,635114.000000000000000,4455174.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
430,8381X,ADEMUZ,VALENCIA,705.000000000000000,646385.000000000000000,4435890.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
431,8395X,CHELVA,VALENCIA,515.000000000000000,671933.000000000000000,4402307.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
432,8409X,LLIRIA,VALENCIA,198.000000000000000,701252.000000000000000,4393085.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
433,8414A,VALENCIA/AEROPUERTO,VALENCIA,56.000000000000000,717181.000000000000000,4373646.000000000000000,UiDdRheNvIHBVmtTMpP,ETRS89,AUTOMATICAS
434,8416X,VALENCIA (UPV - AUTOMATICA),VALENCIA,6.000000000000000,729002.000000000000000,4373400.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
435,8416Y,VALENCIA VIVEROS,VALENCIA,11.000000000000000,726514.000000000000000,4373419.000000000000000,hNHVmtTMpP,ETRS89,AUTOMATICAS
436,8439X,"SEGORBE, MASIA HOYA",CASTELLON,400.000000000000000,715307.000000000000000,4408093.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
437,8446Y,SAGUNTO (MONTIVER PONTAZGO - SEMIAUTOMATICA),VALENCIA,24.000000000000000,735397.000000000000000,4398900.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
438,8458X,"CEDRILLAS, ANTENAS",TERUEL,1380.000000000000000,682420.000000000000000,4477768.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
439,8472A,ARENOS-PANTANO,CASTELLON,601.000000000000000,709135.000000000000000,4440385.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
440,8486X,"MOSQUERUELA, DEPOSITO",TERUEL,1515.000000000000000,716146.000000000000000,4471104.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
441,8489X,VILLAFRANCA,CASTELLON,1131.000000000000000,732768.000000000000000,4479473.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
442,8492X,ATZENETA DEL MAESTRAT,CASTELLON,420.000000000000000,740805.000000000000000,4456822.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
443,8497B,ALCORA (LA LLOMA),CASTELLON,260.000000000000000,737592.000000000000000,4438569.000000000000000,eEIVmtMp,ETRS89,AUTOMATICAS
444,8500A,CASTELLÓN-ALMAZORA,CASTELLON,43.000000000000000,750113.000000000000000,4427117.000000000000000,RheNvIHBVmtTMpP,ETRS89,AUTOMATICAS
445,8503Y,TORREBLANCA AYUNTAMIENTO (C.AGRARIA LOCAL),CASTELLON,35.000000000000000,770936.000000000000000,4456084.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
446,8506A,AEROPUERTO COSTA DEL AZAHAR-CASTELLÓN,CASTELLON,338.000000000000000,761562.000000000000000,4456062.000000000000000,VMp,ETRS89,AUTOMATICAS
447,8523X,VINAROZ,CASTELLON,111.000000000000000,790407.000000000000000,4494924.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
448,9001D,NESTARES,CANTABRIA,870.000000000000000,405392.000000000000000,4760574.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
449,9001S,ALTO CAMPOO,CANTABRIA,1650.000000000000000,388037.000000000000000,4765804.000000000000000,heHBVmtTMpP,ETRS89,AUTOMATICAS
450,9012E,SANTA GADEA DE ALFOZ,BURGOS,915.000000000000000,421917.000000000000000,4755861.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
451,9016X,CUBILLO DE EBRO,CANTABRIA,770.000000000000000,415606.000000000000000,4740202.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
452,9019B,POLIENTES-CASYC,CANTABRIA,720.000000000000000,423641.000000000000000,4739738.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
453,9027X,SARGENTES DE LORA-CAMPO PETROLÍFERO,BURGOS,1017.000000000000000,427615.000000000000000,4733093.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
454,9031C,BRIVIESCA,BURGOS,730.000000000000000,474644.000000000000000,4711940.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
455,9051,MEDINA DE POMAR,BURGOS,580.000000000000000,460599.000000000000000,4752044.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
456,9060X,LALASTRA-PARQUE VALDEREJO,ARABA/ALAVA,910.000000000000000,481079.000000000000000,4746991.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
457,9069C,MIRANDA DE EBRO,BURGOS,460.000000000000000,503231.000000000000000,4726052.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
458,9111,BELORADO,BURGOS,820.000000000000000,485991.000000000000000,4696548.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
459,9115X,VALDEZCARAY,LA RIOJA,1630.000000000000000,502612.000000000000000,4678090.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
460,9121X,HARO,LA RIOJA,465.000000000000000,511923.000000000000000,4713662.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
461,9122I,LABASTIDA- REMELLURI,ARABA/ALAVA,610.000000000000000,518480.000000000000000,4716699.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
462,9136X,ANGUIANO VALVANERA,LA RIOJA,1006.000000000000000,510636.000000000000000,4675414.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
463,9141V,NAJERA,LA RIOJA,500.000000000000000,522489.000000000000000,4695799.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
464,9145X,LEZA (DFA2),ARABA/ALAVA,575.000000000000000,530141.000000000000000,4712823.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
465,9145Y,"CENICERO, BODEGAS",LA RIOJA,429.000000000000000,529634.000000000000000,4703444.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
466,9171K,LOS ARCOS,NAVARRA,470.000000000000000,566982.000000000000000,4713420.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
467,9188,ENCISO,LA RIOJA,855.000000000000000,560040.000000000000000,4666625.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
468,9198X,CANFRANC,HUESCA,1170.000000000000000,703283.000000000000000,4735985.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
469,9201K,JACA,HUESCA,823.000000000000000,701310.000000000000000,4716971.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
470,9207,HECHO,HUESCA,860.000000000000000,684122.000000000000000,4734459.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
471,9208E,ARAGÜÉS DEL PUERTO,HUESCA,1040.000000000000000,690563.000000000000000,4731115.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
472,9211F,"BAILO,PUYLATO",HUESCA,722.000000000000000,679314.000000000000000,4709176.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
473,9218A,ISABA,NAVARRA,820.000000000000000,669533.000000000000000,4747605.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
474,9228J,OROZ-BETELU,NAVARRA,635.000000000000000,638776.000000000000000,4750680.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
475,9228T,RONCESVALLES,NAVARRA,947.000000000000000,636465.000000000000000,4763039.000000000000000,FhHBVmtTMpP,ETRS89,AUTOMATICAS
476,9238X,NAVASCUÉS,NAVARRA,615.000000000000000,654166.000000000000000,4731164.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
477,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.000000000000000,646804.000000000000000,4705822.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
478,9245X,"CÁSEDA, DEPÓSITO",NAVARRA,440.000000000000000,634183.000000000000000,4708962.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
479,9252X,OLITE,NAVARRA,390.000000000000000,610488.000000000000000,4704966.000000000000000,FhHBVmtTMpP,ETRS89,AUTOMATICAS
480,9257X,EUGUI,NAVARRA,615.000000000000000,620940.000000000000000,4758613.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
481,9263X,ILUNDAIN,NAVARRA,572.000000000000000,620048.000000000000000,4736998.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
482,9274X,IRURTZUN,NAVARRA,432.000000000000000,595083.000000000000000,4752466.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
483,9280B,LARRAGA,NAVARRA,375.000000000000000,593801.000000000000000,4711416.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
484,9283X,CADREITA,NAVARRA,268.000000000000000,606374.000000000000000,4673558.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
485,9283Y,"ALFARO, AYUNTAMIENTO",LA RIOJA,285.000000000000000,599943.000000000000000,4670964.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
486,9287A,SAN PEDRO MANRIQUE,SORIA,1096.000000000000000,563674.000000000000000,4652992.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
487,9294E,BARDENAS REALES,NAVARRA,295.000000000000000,625882.000000000000000,4672954.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
488,9299X,TARAZONA,ZARAGOZA,475.000000000000000,605873.000000000000000,4641096.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
489,9301X,MONTEAGUDO,NAVARRA,410.000000000000000,608516.000000000000000,4646041.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
490,9321X,EJEA DE LOS CABALLEROS,ZARAGOZA,321.000000000000000,653774.000000000000000,4664899.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
491,9336D,CASTEJON DE VALDEJASA,ZARAGOZA,442.000000000000000,666025.000000000000000,4649962.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
492,9344C,ARCOS DE JALÓN-COEX,SORIA,863.000000000000000,559260.000000000000000,4563020.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
493,9352A,ALMAZUL,SORIA,1000.000000000000000,571673.000000000000000,4602917.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
494,9354X,ALHAMA DE ARAGON,ZARAGOZA,703.000000000000000,592497.000000000000000,4571879.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
495,9374X,"SANTA EULALIA DEL CAMPO, COMARCAL",TERUEL,1000.000000000000000,642145.000000000000000,4492010.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
496,9377Y,EL PEDREGAL,GUADALAJARA,1185.000000000000000,620809.000000000000000,4515168.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
497,9381I,CALAMOCHA,TERUEL,890.000000000000000,643697.000000000000000,4531958.000000000000000,hSeNvIHBVmtTMpP,ETRS89,AUTOMATICAS
498,9394X,CALATAYUD,ZARAGOZA,600.000000000000000,613364.000000000000000,4576400.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
499,9427X,LA ALMUNIA DE DOÑA GODINA,ZARAGOZA,370.000000000000000,635182.000000000000000,4593433.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
500,9436X,FONFRÍA 'DGA',TERUEL,1255.000000000000000,660860.000000000000000,4539995.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
501,9443V,ZARAGOZA (CANAL),ZARAGOZA,258.000000000000000,676397.000000000000000,4611234.000000000000000,ohHBVmtTMpP,ETRS89,AUTOMATICAS
502,9446K,SALLENT DE GALLEGO - LLENA CANTAL,HUESCA,2435.000000000000000,723171.000000000000000,4743084.000000000000000, ,ETRS89,AUTOMATICAS
503,9453X,BIESCAS-BUBAL,HUESCA,1100.000000000000000,719603.000000000000000,4730896.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
504,9460X,SABIÑANIGO,HUESCA,775.000000000000000,717246.000000000000000,4710102.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
505,9491X,ALMUDÉVAR,HUESCA,390.000000000000000,699850.000000000000000,4655866.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
506,9495Y,LECIÑENA,ZARAGOZA,405.000000000000000,697969.000000000000000,4629946.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
507,9501X,"VALMADRID,DGA",ZARAGOZA,535.000000000000000,676614.000000000000000,4590100.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
508,9510X,QUINTO,ZARAGOZA,205.000000000000000,708568.000000000000000,4589409.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
509,9513X,"MUNIESA, COMARCAL",TERUEL,800.000000000000000,684476.000000000000000,4544531.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
510,9531Y,"MONTALBÁN, DGA",TERUEL,895.000000000000000,686094.000000000000000,4522076.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
511,9550C,"ANDORRA, HORCALLANA",TERUEL,762.000000000000000,718105.000000000000000,4539158.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
512,9561X,"CASTELLOTE, DEPÓSITO",TERUEL,755.000000000000000,726488.000000000000000,4519841.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
513,9563X,CASTELLFORT,CASTELLON,1220.000000000000000,738405.000000000000000,4486905.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
514,9569A,CALANDA,TERUEL,466.000000000000000,732507.000000000000000,4536513.000000000000000,heHBVmtTMpP,ETRS89,AUTOMATICAS
515,9573X,ALCAÑIZ,TERUEL,334.000000000000000,740193.000000000000000,4549140.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
516,9574X,"CASPE, COMARCAL",ZARAGOZA,190.000000000000000,748273.000000000000000,4568554.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
517,9576C,BUJARALOZ,ZARAGOZA,357.000000000000000,735759.000000000000000,4600619.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
518,9585,LA MOLINA,GIRONA,1703.000000000000000,906984.000000000000000,4698529.000000000000000,heNvIHBVmtTMpP,ETRS89,AUTOMATICAS
519,9590,MARTINET,LLEIDA,1038.000000000000000,886519.000000000000000,4700678.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
520,9619,LA SEO D'URGELL,LLEIDA,677.000000000000000,867595.000000000000000,4698822.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
521,9632X,JOSA-TUIXEN,LLEIDA,1196.000000000000000,877102.000000000000000,4685466.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
522,9638D,COLL DE NARGÓ,LLEIDA,609.000000000000000,856274.000000000000000,4675934.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
523,9647X,TORÀ,LLEIDA,435.000000000000000,865175.000000000000000,4637570.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
524,9650X,ARTESA DE SEGRE,LLEIDA,400.000000000000000,840929.000000000000000,4644778.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
525,9657X,ESTERRI D'ÀNEU,LLEIDA,952.000000000000000,838375.000000000000000,4727435.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
526,9689X,CABDELLA-CENTRAL,LLEIDA,1273.000000000000000,828111.000000000000000,4709286.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
527,9698U,TALARN,LLEIDA,807.000000000000000,819106.000000000000000,4679808.000000000000000,hIHBVmtTMpP,ETRS89,AUTOMATICAS
528,9707,LLIMIANA,LLEIDA,515.000000000000000,823274.000000000000000,4664603.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
529,9724X,OS DE BALAGUER,LLEIDA,520.000000000000000,811713.000000000000000,4642541.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
530,9726E,LLORAC,TARRAGONA,657.000000000000000,859403.000000000000000,4609596.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
531,9729X,MOLLERUSSA,LLEIDA,252.000000000000000,822171.000000000000000,4614476.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
532,9744B,BARRUERA,LLEIDA,1089.000000000000000,812144.000000000000000,4712663.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
533,9751,SOPEIRA,HUESCA,760.000000000000000,808781.000000000000000,4691958.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
534,9756X,BENABARRE,HUESCA,765.000000000000000,787715.000000000000000,4668133.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
535,9771C,LLEIDA,LLEIDA,185.000000000000000,799744.000000000000000,4614524.000000000000000,iDdRhrSeENvIHBVmtTMpP,ETRS89,AUTOMATICAS
536,9772X,LA POBLA DE CÉRVOLES,LLEIDA,673.000000000000000,827345.000000000000000,4586798.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
537,9775X,EL SOLERÀS,LLEIDA,392.000000000000000,807438.000000000000000,4591209.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
538,9784P,BIELSA,HUESCA,990.000000000000000,764425.000000000000000,4724773.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
539,9808X,"AINSA, LA SERRETA",HUESCA,610.000000000000000,758175.000000000000000,4701369.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
540,9814A,TORLA,HUESCA,1020.000000000000000,736852.000000000000000,4723405.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
541,9838B,BENASQUE,HUESCA,1120.000000000000000,788913.000000000000000,4722475.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
542,9843A,SEIRA,HUESCA,825.000000000000000,782291.000000000000000,4708452.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
543,9855E,LAGUARRES,HUESCA,600.000000000000000,786166.000000000000000,4677957.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
544,9866C,BARBASTRO,HUESCA,305.000000000000000,760020.000000000000000,4656926.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
545,9894Y,"SARIÑENA, DEPÓSITO AGUA",HUESCA,300.000000000000000,735882.000000000000000,4631377.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
546,9898,HUESCA/PIRINEOS,HUESCA,541.000000000000000,721141.000000000000000,4662490.000000000000000,heNvIHBVmtTMpP,ETRS89,AUTOMATICAS
547,9901X,HUESCA,HUESCA,463.000000000000000,715278.000000000000000,4668483.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
548,9908X,"LANAJA, DGA",HUESCA,380.000000000000000,721659.000000000000000,4628111.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
549,9911X,"BALLOBAR, DGA",HUESCA,178.000000000000000,765588.000000000000000,4612437.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
550,9918Y,"TAMARITE DE LITERA, LA MELUSA",HUESCA,218.000000000000000,780647.000000000000000,4630959.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
551,9935X,"VALDERROBRES, COMARCAL",TERUEL,482.000000000000000,765118.000000000000000,4529464.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
552,9946X,HORTA DE SANT JOAN,TARRAGONA,495.000000000000000,778736.000000000000000,4538831.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
553,9947X,MASSALUCA,TARRAGONA,370.000000000000000,781285.000000000000000,4563856.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
554,9961X,CABACÉS,TARRAGONA,363.000000000000000,812985.000000000000000,4573183.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
555,9975X,RASQUERA,TARRAGONA,112.000000000000000,803916.000000000000000,4545607.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
556,9981A,TORTOSA,TARRAGONA,50.000000000000000,794618.000000000000000,4524684.000000000000000,UiDdRheNvIHBVmtTMpP,ETRS89,AUTOMATICAS
557,9987P,SANT JAUME,TARRAGONA,1.000000000000000,821915.000000000000000,4512350.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
558,9988B,CAP DE VAQUÈIRA,LLEIDA,2467.000000000000000,825540.000000000000000,4734271.000000000000000, ,ETRS89,AUTOMATICAS
559,9990X,ARTIES,LLEIDA,1161.000000000000000,817555.000000000000000,4734827.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
560,9995Y,VALCARLOS,NAVARRA,334.000000000000000,638293.000000000000000,4772334.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
561,9998X,BELLO,TERUEL,1006.000000000000000,626772.000000000000000,4531122.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
562,B013X,LLUC,BALEARES,490.000000000000000,1003867.000000000000000,4424762.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
563,B087X,BANYALBUFAR,BALEARES,60.000000000000000,972832.000000000000000,4407816.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
564,B158X,"CALVIÀ, ES CAPDELLÀ",BALEARES,50.000000000000000,969785.000000000000000,4392268.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
565,B228,"PALMA DE MALLORCA, CMT",BALEARES,3.000000000000000,983435.000000000000000,4393329.000000000000000,FUiDdRheNvIHBVmtTMpP,ETRS89,AUTOMATICAS
566,B228D,PALMA DIC DE L'OEST,BALEARES,7.000000000000000,984635.000000000000000,4393311.000000000000000,V,ETRS89,AUTOMATICAS
567,B236C,PALMA-UNIVERSITAT,BALEARES,95.000000000000000,984389.000000000000000,4403302.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
568,B248,SIERRA DE ALFABIA,BALEARES,1030.000000000000000,989695.000000000000000,4413987.000000000000000,heNvIHVmtTMpP,ETRS89,AUTOMATICAS
569,B275C,MARRATXÍ ES PINARET,BALEARES,26.000000000000000,988811.000000000000000,4397788.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
570,B278C,PALMA DE MALLORCA ES PIL LARÍ,BALEARES,16.000000000000000,994856.000000000000000,4390645.000000000000000,hHBVmtTMpP,ETRS89,AUTOMATICAS
571,B301,LLUCMAJOR-RADAR,BALEARES,113.000000000000000,998412.000000000000000,4374917.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
572,B334X,LLUCMAJOR II,BALEARES,140.000000000000000,1006765.000000000000000,4388382.000000000000000,hHmtTMpP,ETRS89,AUTOMATICAS
573,B346X,PORRERES,BALEARES,120.000000000000000,1017544.000000000000000,4392011.000000000000000,hHVmtTMpP,ETRS89,AUTOMATICAS
