fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2020-08-01,2331,BURGOS AEROPUERTO,BURGOS,891.0,21.4,0.0,15.8,23:59,27.0,14:30,5.0,6.4,12.8,17:10,12.3,920.1,23,917.9,01
2020-08-02,2331,BURGOS AEROPUERTO,BURGOS,891.0,18.1,0.0,13.5,23:20,22.7,14:10,6.0,7.2,12.5,14:10,2.8,919.9,10,917.8,17
2020-08-03,2331,BURGOS AEROPUERTO,BURGOS,891.0,18.2,0.0,11.0,04:00,25.3,15:10,7.0,6.1,10.8,14:20,13.2,918.6,Varias,916.0,Varias
2020-08-04,2331,BURGOS AEROPUERTO,BURGOS,891.0,17.3,0.0,9.8,04:30,24.8,15:00,6.0,6.7,11.1,11:00,10.7,918.6,00,915.5,17
2020-08-05,2331,BURGOS AEROPUERTO,BURGOS,891.0,20.2,0.0,7.6,05:20,32.8,16:10,6.0,3.1,9.2,19:00,14.0,916.1,00,913.2,Varias
2020-08-06,2331,BURGOS AEROPUERTO,BURGOS,891.0,23.4,0.0,11.6,05:10,35.2,14:50,6.0,3.3,8.3,13:30,9.9,916.1,23,914.3,17
2020-08-07,2331,BURGOS AEROPUERTO,BURGOS,891.0,28.2,0.0,18.1,05:10,38.2,14:50,12.0,4.2,11.7,18:50,12.2,920.1,Varias,915.5,16
2020-08-08,2331,BURGOS AEROPUERTO,BURGOS,891.0,25.5,0.4,16.5,03:40,34.5,14:30,26.0,4.4,15.8,18:00,9.5,920.4,Varias,916.7,16
2020-08-09,2331,BURGOS AEROPUERTO,BURGOS,891.0,24.7,0.0,14.1,04:50,35.3,13:20,20.0,3.3,10.8,15:20,12.0,919.0,00,912.9,18
2020-08-10,2331,BURGOS AEROPUERTO,BURGOS,891.0,24.2,4.0,14.1,05:30,34.3,13:00,24.0,7.2,14.4,13:00,7.0,913.7,00,911.1,14
2020-08-11,2331,BURGOS AEROPUERTO,BURGOS,891.0,21.9,11.6,15.6,23:50,28.2,09:50,17.0,3.3,17.5,19:40,3.9,917.5,13,912.9,Varias
2020-08-12,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.8,0.0,13.0,05:10,26.7,14:10,24.0,5.6,13.1,13:50,6.9,915.1,24,912.1,05
2020-08-13,2331,BURGOS AEROPUERTO,BURGOS,891.0,20.6,0.0,13.9,23:59,27.3,15:00,5.0,3.3,10.0,23:10,10.0,917.7,23,915.0,Varias
2020-08-14,2331,BURGOS AEROPUERTO,BURGOS,891.0,21.4,0.0,12.5,05:00,30.2,14:20,18.0,3.3,13.1,13:40,10.0,917.4,00,912.8,18
2020-08-15,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.2,0.0,11.2,23:59,27.3,14:30,23.0,4.4,12.2,14:00,13.0,914.7,22,911.9,17
2020-08-16,2331,BURGOS AEROPUERTO,BURGOS,891.0,16.0,0.0,7.6,05:30,24.4,16:30,24.0,4.2,11.1,16:40,9.0,915.3,10,913.5,16
2020-08-17,2331,BURGOS AEROPUERTO,BURGOS,891.0,17.3,8.2,10.5,01:20,24.1,13:20,24.0,4.4,11.7,12:10,0.5,916.5,20,914.4,Varias
2020-08-18,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.5,0.4,15.1,00:00,23.9,16:30,24.0,3.6,8.3,12:30,1.9,916.1,00,913.6,24
2020-08-19,2331,BURGOS AEROPUERTO,BURGOS,891.0,22.1,0.0,13.5,05:20,30.7,15:00,24.0,5.6,16.4,14:40,13.0,913.6,00,907.8,18
2020-08-20,2331,BURGOS AEROPUERTO,BURGOS,891.0,23.3,0.0,14.0,02:40,32.6,15:30,18.0,6.9,14.4,12:30,10.1,913.0,24,907.6,Varias
2020-08-21,2331,BURGOS AEROPUERTO,BURGOS,891.0,18.6,2.2,13.2,23:59,24.1,12:50,25.0,3.6,10.0,15:00,2.2,920.0,Varias,912.7,01
2020-08-22,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.1,0.0,11.2,03:20,27.0,15:50,4.0,2.8,11.7,18:10,12.6,923.6,24,920.0,00
2020-08-23,2331,BURGOS AEROPUERTO,BURGOS,891.0,18.8,0.0,12.7,23:59,24.8,15:40,4.0,6.4,10.0,10:10,11.5,923.6,00,919.9,18
2020-08-24,2331,BURGOS AEROPUERTO,BURGOS,891.0,19.4,0.0,10.9,05:50,27.8,16:50,4.0,3.1,9.7,08:10,12.8,920.8,00,915.6,18
2020-08-25,2331,BURGOS AEROPUERTO,BURGOS,891.0,21.8,0.0,10.7,02:30,32.8,14:50,3.0,3.3,10.8,18:30,13.0,919.1,24,915.6,Varias
2020-08-26,2331,BURGOS AEROPUERTO,BURGOS,891.0,23.0,0.0,13.3,02:50,32.7,15:30,6.0,2.5,8.6,18:40,12.7,920.6,22,918.5,18
2020-08-27,2331,BURGOS AEROPUERTO,BURGOS,891.0,22.4,0.0,12.3,05:30,32.5,14:50,4.0,3.1,9.7,18:10,12.3,920.1,00,914.9,24
2020-08-28,2331,BURGOS AEROPUERTO,BURGOS,891.0,15.2,0.0,9.1,23:59,21.2,12:00,3.0,6.1,11.9,14:20,5.2,914.9,00,909.6,17
2020-08-29,2331,BURGOS AEROPUERTO,BURGOS,891.0,11.4,2.4,4.7,05:30,18.2,14:00,35.0,4.4,13.6,17:10,6.2,914.6,24,909.3,07
2020-08-30,2331,BURGOS AEROPUERTO,BURGOS,891.0,11.8,0.0,6.3,22:50,17.4,13:10,4.0,4.2,13.9,17:30,6.1,919.8,24,914.1,Varias
2020-08-31,2331,BURGOS AEROPUERTO,BURGOS,891.0,13.0,0.0,3.5,05:30,22.4,14:50,25.0,1.9,11.7,13:40,10.8,919.8,Varias,916.4,18
2020-08-31,2331,BURGOS AEROPUERTO,BURGOS,891.0,13.0,0.0,3.5,05:30,22.4,14:50,25.0,1.9,11.7,13:40,10.8,919.8,Varias,916.4,18
